Data Log
Recording Started at: 2019-05-19 14:07:46
Accel#0 MMA8451 Accel#1 ADXL345 
t[s],Ax0[g],Ay0[g],Az0[g],Ax1[g],Ay1[g],Az1[g],
0.000971,-0.117147,0.05955,0.980134,0.007812,-0.117188,1.03125
0.011832,-0.123005,0.05955,0.979158,-0.003906,-0.117188,0.9375
0.022271,-0.118124,0.060526,0.978181,0.019531,-0.089844,1.0
0.032702,-0.117147,0.060526,0.980134,0.003906,-0.09375,0.988281
0.043123,-0.117147,0.064431,0.979158,0.023438,-0.09375,0.976562
0.05352,-0.115195,0.054669,0.977205,0.007812,-0.070312,1.019531
0.063944,-0.113243,0.056621,0.979158,0.050781,-0.105469,0.941406
0.074357,-0.117147,0.049788,0.984039,0.007812,-0.117188,1.015625
0.086147,-0.121052,0.055645,0.978181,-0.003906,-0.105469,0.976562
0.096644,-0.121052,0.052716,0.98111,0.007812,-0.113281,0.996094
0.107081,-0.120076,0.05174,0.983063,-0.003906,-0.128906,0.957031
0.117531,-0.122029,0.052716,0.979158,0.003906,-0.125,0.980469
0.128023,-0.118124,0.048811,0.980134,0.007812,-0.15625,1.007812
0.138498,-0.118124,0.052716,0.979158,0.003906,-0.089844,0.957031
0.149298,-0.116171,0.053693,0.979158,0.003906,-0.085938,0.964844
0.159801,-0.116171,0.053693,0.98111,0.007812,-0.109375,0.960938
0.170259,-0.120076,0.052716,0.98111,0.011719,-0.125,0.953125
0.180876,-0.118124,0.05955,0.983063,0.019531,-0.105469,0.996094
0.191346,-0.118124,0.054669,0.98111,0.003906,-0.074219,0.941406
0.201823,-0.116171,0.060526,0.982086,0.0,-0.097656,0.96875
0.212263,-0.116171,0.060526,0.977205,0.0,-0.089844,0.992188
0.22275,-0.120076,0.055645,0.977205,0.035156,-0.132812,0.972656
0.233199,-0.114219,0.062479,0.98111,0.007812,-0.109375,0.980469
0.243714,-0.1191,0.061502,0.978181,-0.003906,-0.121094,0.992188
0.254152,-0.117147,0.05955,0.978181,0.019531,-0.109375,1.035156
0.264603,-0.120076,0.061502,0.982086,-0.007812,-0.117188,0.976562
0.275299,-0.116171,0.05955,0.98111,0.0,-0.070312,0.980469
0.286143,-0.123005,0.057598,0.980134,0.007812,-0.101562,0.972656
0.296867,-0.115195,0.05955,0.98892,0.015625,-0.089844,0.929688
0.30734,-0.115195,0.053693,0.982086,0.019531,-0.109375,0.96875
0.318249,-0.117147,0.049788,0.980134,0.0,-0.152344,0.964844
0.33117,-0.118124,0.05174,0.98111,0.003906,-0.121094,0.992188
0.342205,-0.116171,0.050764,0.980134,0.003906,-0.070312,0.972656
0.352778,-0.1191,0.050764,0.978181,0.035156,-0.101562,0.953125
0.363323,-0.120076,0.055645,0.979158,0.015625,-0.113281,0.960938
0.373893,-0.117147,0.053693,0.980134,0.003906,-0.078125,1.007812
0.384413,-0.117147,0.054669,0.98111,0.003906,-0.050781,0.941406
0.394944,-0.117147,0.05955,0.980134,0.027344,-0.070312,0.988281
0.405771,-0.118124,0.056621,0.98111,0.0,-0.121094,0.933594
0.416233,-0.115195,0.05955,0.982086,0.011719,-0.097656,0.984375
0.426749,-0.116171,0.060526,0.982086,-0.003906,-0.121094,0.992188
0.437224,-0.118124,0.055645,0.978181,0.011719,-0.082031,1.007812
0.447727,-0.120076,0.057598,0.980134,0.011719,-0.140625,0.972656
0.458209,-0.1191,0.056621,0.980134,0.023438,-0.117188,0.945312
0.468679,-0.121052,0.05174,0.980134,0.011719,-0.113281,0.980469
0.479138,-0.118124,0.055645,0.982086,0.011719,-0.109375,0.953125
0.489572,-0.1191,0.05955,0.977205,0.019531,-0.105469,0.992188
0.50008,-0.116171,0.055645,0.979158,0.019531,-0.101562,0.992188
0.513288,-0.115195,0.060526,0.984039,0.0,-0.117188,0.988281
0.523874,-0.118124,0.056621,0.979158,0.0625,-0.121094,0.976562
0.534336,-0.114219,0.053693,0.985015,0.007812,-0.140625,0.953125
0.544856,-0.116171,0.050764,0.985015,-0.003906,-0.140625,0.984375
0.555308,-0.115195,0.050764,0.978181,0.011719,-0.097656,1.007812
0.565805,-0.118124,0.054669,0.98111,-0.015625,-0.121094,0.996094
0.576244,-0.1191,0.049788,0.979158,0.007812,-0.097656,0.984375
